"","Age","WorkClass","Education","MaritalStatus","Occupation","RelationshipToFamily","Race","Sex","Hours-Per-Week","Label"
"26091",17," Self-emp-not-inc"," 12th"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",15," <=50K"
"26092",27," Private"," Bachelors"," Never-married"," Tech-support"," Own-child"," Asian-Pac-Islander"," Female",40," <=50K"
"26093",41," Local-gov"," HS-grad"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," <=50K"
"26095",19," Private"," 11th"," Never-married"," Sales"," Not-in-family"," White"," Female",25," <=50K"
"26096",41," Private"," 5th-6th"," Divorced"," Other-service"," Unmarried"," White"," Female",40," <=50K"
"26097",39," Private"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",50," >50K"
"26098",30," Private"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"26099",37," Private"," Bachelors"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," >50K"
"26103",24," Private"," HS-grad"," Never-married"," Sales"," Other-relative"," White"," Male",40," <=50K"
"26104",33," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," <=50K"
"26105",48," Private"," Bachelors"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," <=50K"
"26106",51," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," >50K"
"26107",48," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"26108",43," Private"," 7th-8th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," <=50K"
"26109",34," Private"," Prof-school"," Never-married"," Exec-managerial"," Own-child"," White"," Male",50," <=50K"
"26110",41," Private"," Assoc-voc"," Separated"," Craft-repair"," Not-in-family"," White"," Male",30," <=50K"
"26111",51," Self-emp-inc"," Prof-school"," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",60," >50K"
"26112",25," Private"," HS-grad"," Never-married"," Craft-repair"," Own-child"," White"," Male",40," <=50K"
"26115",35," Private"," Some-college"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",70," <=50K"
"26116",42," Local-gov"," Masters"," Divorced"," Prof-specialty"," Unmarried"," White"," Female",40," <=50K"
"26117",26," Local-gov"," HS-grad"," Never-married"," Other-service"," Other-relative"," White"," Male",16," <=50K"
"26118",46," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",50," <=50K"
"26121",29," Private"," Some-college"," Never-married"," Sales"," Own-child"," Black"," Male",80," <=50K"
"26122",39," Private"," Some-college"," Married-spouse-absent"," Craft-repair"," Unmarried"," White"," Male",40," >50K"
"26126",32," Private"," HS-grad"," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",40," <=50K"
"26127",31," Private"," 10th"," Divorced"," Sales"," Other-relative"," White"," Female",40," <=50K"
"26130",46," Local-gov"," Bachelors"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," >50K"
"26133",41," State-gov"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," <=50K"
"26134",35," Private"," HS-grad"," Widowed"," Other-service"," Unmarried"," Black"," Male",40," <=50K"
"26137",44," Private"," Bachelors"," Widowed"," Prof-specialty"," Unmarried"," White"," Female",32," <=50K"
"26140",28," Private"," HS-grad"," Never-married"," Transport-moving"," Unmarried"," White"," Male",50," <=50K"
"26141",36," Private"," Bachelors"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",60," <=50K"
"26142",28," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",35," <=50K"
"26145",36," Local-gov"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"26147",31," Private"," HS-grad"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",43," <=50K"
"26148",44," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",60," <=50K"
"26149",49," Local-gov"," 11th"," Divorced"," Handlers-cleaners"," Unmarried"," White"," Male",40," <=50K"
"26150",40," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"26155",68," Private"," 9th"," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",44," <=50K"
"26157",36," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," Amer-Indian-Eskimo"," Male",40," <=50K"
"26158",21," Private"," HS-grad"," Never-married"," Farming-fishing"," Own-child"," White"," Male",24," <=50K"
"26160",61," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," <=50K"
"26165",29," Private"," Some-college"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",45," <=50K"
"26166",22," Private"," HS-grad"," Never-married"," Sales"," Own-child"," Black"," Female",40," <=50K"
"26167",57," Federal-gov"," Some-college"," Married-civ-spouse"," Prof-specialty"," Husband"," Amer-Indian-Eskimo"," Male",40," <=50K"
"26168",41," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," <=50K"
"26169",29," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," >50K"
"26170",20," Private"," Some-college"," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",35," <=50K"
"26172",22," Private"," HS-grad"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",55," <=50K"
"26173",59," Self-emp-inc"," Assoc-voc"," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",50," >50K"
"26175",64," Self-emp-not-inc"," Some-college"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",35," <=50K"
"26176",29," Federal-gov"," HS-grad"," Married-spouse-absent"," Other-service"," Unmarried"," Black"," Male",40," <=50K"
"26177",25," State-gov"," Some-college"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",20," <=50K"
"26178",62," Private"," Some-college"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"26182",46," Private"," 10th"," Divorced"," Machine-op-inspct"," Unmarried"," Black"," Male",40," <=50K"
"26183",44," Federal-gov"," Bachelors"," Divorced"," Tech-support"," Not-in-family"," White"," Male",40," >50K"
"26185",18," Private"," 11th"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",18," <=50K"
"26186",39," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",32," <=50K"
"26189",52," Local-gov"," HS-grad"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",52," >50K"
"26190",17," Private"," 9th"," Never-married"," Sales"," Own-child"," Black"," Male",22," <=50K"
"26191",45," Self-emp-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," >50K"
"26193",35," Private"," Some-college"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," <=50K"
"26195",51," State-gov"," Some-college"," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",40," <=50K"
"26196",48," Local-gov"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",60," <=50K"
"26197",28," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," Amer-Indian-Eskimo"," Male",40," <=50K"
"26198",42," Federal-gov"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," <=50K"
"26199",38," Private"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"26202",24," Private"," 12th"," Never-married"," Sales"," Other-relative"," White"," Male",55," <=50K"
"26204",50," Private"," 10th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",60," <=50K"
"26205",22," Private"," HS-grad"," Separated"," Other-service"," Other-relative"," White"," Male",35," <=50K"
"26206",18," State-gov"," HS-grad"," Never-married"," Adm-clerical"," Own-child"," Black"," Male",15," <=50K"
"26207",53," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",45," >50K"
"26211",39," Private"," HS-grad"," Never-married"," Farming-fishing"," Own-child"," White"," Male",12," <=50K"
"26212",46," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," <=50K"
"26213",26," Local-gov"," Bachelors"," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",42," <=50K"
"26214",19," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Male",15," <=50K"
"26216",28," Private"," Masters"," Never-married"," Prof-specialty"," Own-child"," White"," Male",40," <=50K"
"26217",25," Local-gov"," Masters"," Never-married"," Prof-specialty"," Own-child"," White"," Female",40," <=50K"
"26218",44," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"26220",42," State-gov"," Masters"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",45," <=50K"
"26221",28," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Own-child"," White"," Male",40," <=50K"
"26224",46," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",35," <=50K"
"26225",21," Local-gov"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Female",40," <=50K"
"26227",35," Private"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",45," <=50K"
"26228",26," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"26231",54," Private"," HS-grad"," Never-married"," Exec-managerial"," Unmarried"," White"," Male",40," >50K"
"26232",26," Private"," Masters"," Never-married"," Tech-support"," Other-relative"," White"," Male",25," <=50K"
"26233",51," Private"," Bachelors"," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",50," <=50K"
"26234",27," Private"," Some-college"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",45," <=50K"
"26238",52," Private"," HS-grad"," Separated"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"26240",27," Local-gov"," HS-grad"," Never-married"," Protective-serv"," Own-child"," White"," Male",38," <=50K"
"26241",46," Private"," 7th-8th"," Married-spouse-absent"," Transport-moving"," Not-in-family"," White"," Male",45," <=50K"
"26246",43," Federal-gov"," Some-college"," Never-married"," Adm-clerical"," Other-relative"," White"," Male",40," <=50K"
"26247",51," Local-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",60," <=50K"
"26249",65," Private"," HS-grad"," Separated"," Protective-serv"," Not-in-family"," White"," Male",20," <=50K"
"26251",36," Self-emp-not-inc"," Assoc-voc"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",99," <=50K"
"26252",26," Private"," Assoc-acdm"," Never-married"," Prof-specialty"," Own-child"," White"," Female",36," <=50K"
"26255",43," Private"," Some-college"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",60," <=50K"
"26256",20," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Female",40," <=50K"
"26257",29," Private"," Some-college"," Divorced"," Tech-support"," Unmarried"," White"," Male",40," <=50K"
"26259",44," Self-emp-not-inc"," Bachelors"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"26261",60," Private"," Some-college"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," <=50K"
"26263",60," Private"," HS-grad"," Widowed"," Handlers-cleaners"," Not-in-family"," White"," Female",40," <=50K"
"26265",29," Private"," Assoc-voc"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"26266",41," Private"," Some-college"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"26268",37," Private"," 5th-6th"," Separated"," Other-service"," Unmarried"," White"," Female",40," <=50K"
"26271",41," Private"," Masters"," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",55," <=50K"
"26273",19," Private"," 9th"," Never-married"," Craft-repair"," Other-relative"," White"," Male",60," <=50K"
"26274",29," Private"," Some-college"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",35," <=50K"
"26275",40," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",15," <=50K"
"26276",53," Private"," 7th-8th"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"26281",38," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",55," <=50K"
"26283",18," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",12," <=50K"
"26284",50," Private"," HS-grad"," Divorced"," Craft-repair"," Unmarried"," White"," Male",50," <=50K"
"26286",48," Private"," Bachelors"," Widowed"," Other-service"," Unmarried"," White"," Female",20," <=50K"
"26287",50," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Male",32," <=50K"
"26289",24," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Female",30," <=50K"
"26292",39," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",40," <=50K"
"26294",30," Private"," HS-grad"," Never-married"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"26295",27," Private"," HS-grad"," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",40," <=50K"
"26299",24," Local-gov"," Bachelors"," Never-married"," Prof-specialty"," Own-child"," White"," Female",50," <=50K"
"26300",18," Private"," 12th"," Never-married"," Other-service"," Own-child"," White"," Male",20," <=50K"
"26302",42," Private"," 11th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"26303",42," Private"," 9th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," <=50K"
"26304",37," Private"," Assoc-voc"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," <=50K"
"26305",57," Private"," Some-college"," Widowed"," Tech-support"," Not-in-family"," White"," Female",16," <=50K"
"26308",34," Local-gov"," Masters"," Separated"," Prof-specialty"," Unmarried"," White"," Female",40," <=50K"
"26311",36," State-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",38," <=50K"
"26312",35," State-gov"," Some-college"," Never-married"," Farming-fishing"," Own-child"," White"," Male",40," <=50K"
"26314",28," Private"," Masters"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",50," <=50K"
"26316",30," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",60," <=50K"
"26320",46," Private"," Prof-school"," Divorced"," Prof-specialty"," Unmarried"," White"," Female",40," <=50K"
"26321",45," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," <=50K"
"26322",35," Private"," 10th"," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",60," <=50K"
"26323",41," Private"," HS-grad"," Never-married"," Adm-clerical"," Own-child"," White"," Male",40," <=50K"
"26326",19," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",40," <=50K"
"26327",24," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",50," <=50K"
"26328",56," Local-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"26329",28," Private"," HS-grad"," Divorced"," Transport-moving"," Not-in-family"," White"," Male",70," <=50K"
"26330",29," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Male",32," <=50K"
"26331",35," Self-emp-not-inc"," Some-college"," Never-married"," Craft-repair"," Own-child"," White"," Male",40," <=50K"
"26333",55," Private"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",55," >50K"
"26334",18," Private"," HS-grad"," Never-married"," Adm-clerical"," Own-child"," White"," Male",35," <=50K"
"26335",53," Private"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"26336",26," Private"," Masters"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",20," <=50K"
"26338",45," Local-gov"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"26341",27," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",40," <=50K"
"26342",35," Private"," HS-grad"," Divorced"," Craft-repair"," Not-in-family"," White"," Female",40," <=50K"
"26343",36," Private"," HS-grad"," Divorced"," Handlers-cleaners"," Unmarried"," White"," Female",37," <=50K"
"26345",23," Private"," Bachelors"," Never-married"," Sales"," Own-child"," White"," Male",20," <=50K"
"26346",22," Private"," 12th"," Never-married"," Transport-moving"," Other-relative"," White"," Male",40," <=50K"
"26350",25," Private"," HS-grad"," Never-married"," Sales"," Own-child"," White"," Female",40," <=50K"
"26352",31," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," <=50K"
"26353",50," State-gov"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"26354",49," State-gov"," Some-college"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," >50K"
"26355",43," Private"," Bachelors"," Divorced"," Exec-managerial"," Unmarried"," White"," Female",40," <=50K"
"26356",23," Federal-gov"," Some-college"," Married-civ-spouse"," Adm-clerical"," Other-relative"," White"," Female",40," <=50K"
"26358",23," Private"," Some-college"," Divorced"," Sales"," Own-child"," Black"," Female",40," <=50K"
"26360",33," Private"," HS-grad"," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",40," <=50K"
"26361",51," Self-emp-inc"," Bachelors"," Divorced"," Farming-fishing"," Unmarried"," White"," Male",50," <=50K"
"26363",32," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Own-child"," White"," Female",40," <=50K"
"26365",31," Private"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",36," <=50K"
"26367",54," State-gov"," Some-college"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," >50K"
"26370",46," Private"," 11th"," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",35," >50K"
"26372",31," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Male",50," <=50K"
"26373",41," Private"," HS-grad"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," <=50K"
"26377",23," Private"," Some-college"," Never-married"," Craft-repair"," Own-child"," White"," Male",40," <=50K"
"26378",24," Local-gov"," Assoc-acdm"," Never-married"," Adm-clerical"," Own-child"," White"," Female",20," <=50K"
"26381",35," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," Amer-Indian-Eskimo"," Male",40," <=50K"
"26383",47," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," >50K"
"26384",51," Self-emp-not-inc"," HS-grad"," Divorced"," Sales"," Not-in-family"," White"," Female",44," <=50K"
"26385",42," Private"," Bachelors"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",45," <=50K"
"26386",29," Federal-gov"," Some-college"," Married-spouse-absent"," Adm-clerical"," Own-child"," White"," Female",40," <=50K"
"26387",23," Private"," HS-grad"," Never-married"," Craft-repair"," Unmarried"," White"," Male",45," <=50K"
"26388",43," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",60," <=50K"
"26389",46," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"26390",30," Private"," Some-college"," Separated"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"26391",23," Private"," Some-college"," Never-married"," Tech-support"," Own-child"," White"," Female",20," <=50K"
"26392",29," State-gov"," Masters"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",35," <=50K"
"26393",33," Private"," HS-grad"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",45," <=50K"
"26394",33," Local-gov"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",40," <=50K"
"26395",46," Local-gov"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",45," <=50K"
"26398",25," Private"," HS-grad"," Separated"," Exec-managerial"," Unmarried"," White"," Female",37," <=50K"
"26399",35," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," <=50K"
"26400",30," Private"," 7th-8th"," Never-married"," Machine-op-inspct"," Unmarried"," White"," Male",42," <=50K"
"26402",37," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",55," <=50K"
"26403",22," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",42," <=50K"
"26404",25," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",60," <=50K"
"26408",59," Self-emp-inc"," 5th-6th"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",40," <=50K"
"26409",24," Private"," HS-grad"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"26410",41," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",55," <=50K"
"26414",23," Private"," Some-college"," Never-married"," Craft-repair"," Other-relative"," White"," Male",40," <=50K"
"26419",32," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," >50K"
"26421",43," Private"," Assoc-voc"," Never-married"," Adm-clerical"," Own-child"," White"," Female",55," <=50K"
"26423",54," Private"," Assoc-voc"," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"26424",22," Private"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",45," <=50K"
"26425",29," Private"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",50," <=50K"
"26426",22," Private"," 12th"," Never-married"," Farming-fishing"," Not-in-family"," Amer-Indian-Eskimo"," Male",50," <=50K"
"26429",34," Private"," Some-college"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," <=50K"
"26431",28," Private"," 1st-4th"," Never-married"," Priv-house-serv"," Not-in-family"," White"," Female",40," <=50K"
"26432",68," Private"," Doctorate"," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",40," <=50K"
"26433",36," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," Asian-Pac-Islander"," Male",40," <=50K"
"26434",20," Private"," 9th"," Never-married"," Other-service"," Unmarried"," White"," Male",30," <=50K"
"26435",24," Private"," Some-college"," Never-married"," Craft-repair"," Own-child"," White"," Female",45," <=50K"
"26436",38," Private"," Some-college"," Divorced"," Exec-managerial"," Unmarried"," White"," Female",40," <=50K"
"26437",32," Private"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"26439",47," Private"," HS-grad"," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"26440",28," Private"," Bachelors"," Never-married"," Other-service"," Not-in-family"," White"," Female",50," <=50K"
"26443",64," Self-emp-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",35," >50K"
"26445",43," Private"," HS-grad"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"26446",28," Private"," 12th"," Divorced"," Farming-fishing"," Not-in-family"," White"," Male",40," <=50K"
"26447",21," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Male",40," <=50K"
"26449",25," Private"," 9th"," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",40," <=50K"
"26450",41," Private"," HS-grad"," Separated"," Adm-clerical"," Not-in-family"," Black"," Male",40," <=50K"
"26452",41," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",40," <=50K"
"26453",27," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," <=50K"
"26454",54," Private"," 7th-8th"," Widowed"," Other-service"," Unmarried"," White"," Male",30," <=50K"
"26455",28," Local-gov"," HS-grad"," Separated"," Transport-moving"," Own-child"," White"," Female",25," <=50K"
"26456",29," Private"," 7th-8th"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",40," <=50K"
"26457",36," Private"," HS-grad"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",30," <=50K"
"26459",60," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"26460",34," State-gov"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",38," <=50K"
"26464",39," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"26465",59," Private"," 12th"," Divorced"," Transport-moving"," Other-relative"," Black"," Male",35," <=50K"
"26467",36," Private"," Assoc-voc"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"26470",19," Private"," 7th-8th"," Never-married"," Other-service"," Own-child"," White"," Male",33," <=50K"
"26473",39," Private"," Assoc-acdm"," Separated"," Adm-clerical"," Unmarried"," White"," Male",40," <=50K"
"26474",34," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"26475",30," Private"," HS-grad"," Separated"," Other-service"," Unmarried"," White"," Female",30," <=50K"
"26476",43," Private"," HS-grad"," Never-married"," Other-service"," Unmarried"," Black"," Female",24," <=50K"
"26480",33," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"26481",22," Private"," Some-college"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",50," <=50K"
"26482",48," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," <=50K"
"26484",49," Private"," Some-college"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",38," <=50K"
"26485",37," Private"," Bachelors"," Never-married"," Tech-support"," Not-in-family"," White"," Female",40," <=50K"
"26486",45," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",40," <=50K"
"26488",46," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"26492",35," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," <=50K"
"26495",31," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",6," <=50K"
"26496",39," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," >50K"
"26497",26," Private"," 11th"," Never-married"," Other-service"," Other-relative"," White"," Male",30," <=50K"
"26498",25," Private"," Bachelors"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",35," <=50K"
"26500",49," Private"," HS-grad"," Divorced"," Sales"," Own-child"," White"," Female",40," <=50K"
"26502",52," Private"," Preschool"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"26505",50," Private"," HS-grad"," Divorced"," Adm-clerical"," Not-in-family"," Black"," Male",40," <=50K"
"26509",25," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," <=50K"
"26510",45," Private"," HS-grad"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"26512",20," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",16," <=50K"
"26515",27," Private"," Some-college"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," <=50K"
"26516",41," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," <=50K"
"26518",23," Private"," HS-grad"," Never-married"," Adm-clerical"," Own-child"," White"," Female",40," <=50K"
"26519",37," Federal-gov"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",40," <=50K"
"26520",31," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"26521",33," State-gov"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",4," <=50K"
"26522",28," Private"," Assoc-acdm"," Never-married"," Sales"," Own-child"," White"," Male",20," <=50K"
