"","Age","WorkClass","Education","MaritalStatus","Occupation","RelationshipToFamily","Race","Sex","Hours-Per-Week","Label"
"29009",41," Private"," Masters"," Divorced"," Exec-managerial"," Unmarried"," Black"," Female",60," >50K"
"13057",35," Private"," Masters"," Never-married"," Prof-specialty"," Own-child"," White"," Male",44," >50K"
"27133",42," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",45," >50K"
"6174",79," Private"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",35," >50K"
"6009",51," Private"," Assoc-voc"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," >50K"
"5193",32," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," >50K"
"7104",32," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," >50K"
"1158",28," State-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",50," >50K"
"899",30," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," >50K"
"26187",33," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",45," >50K"
"5837",41," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",38," >50K"
"25912",37," Self-emp-inc"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",60," >50K"
"16018",41," Private"," Assoc-acdm"," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",50," >50K"
"30937",54," Private"," 11th"," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",40," >50K"
"19764",33," State-gov"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",48," >50K"
"16226",57," Private"," 9th"," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",40," >50K"
"13250",33," State-gov"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," >50K"
"11688",49," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," >50K"
"16807",45," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," >50K"
"31800",52," Self-emp-not-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",70," >50K"
"17260",57," Self-emp-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",50," >50K"
"8302",51," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"17064",49," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," >50K"
"3579",37," Self-emp-inc"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",99," >50K"
"12600",49," Private"," Bachelors"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," >50K"
"29536",46," Federal-gov"," Assoc-voc"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," >50K"
"14598",38," Private"," Bachelors"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",45," >50K"
"27759",44," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," >50K"
"16753",42," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"10447",51," Federal-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," >50K"
"19503",32," Private"," Assoc-voc"," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",24," >50K"
"2086",37," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," >50K"
"9469",40," State-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",37," >50K"
"17308",37," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," >50K"
"30366",55," Private"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",53," >50K"
"29317",50," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",44," >50K"
"3755",46," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",45," >50K"
"19006",45," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," >50K"
"13530",64," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",45," >50K"
"8618",33," Federal-gov"," Prof-school"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",65," >50K"
"1780",43," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," >50K"
"28909",46," Private"," 11th"," Divorced"," Prof-specialty"," Unmarried"," Amer-Indian-Eskimo"," Male",40," >50K"
"5969",64," Self-emp-inc"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",60," >50K"
"22979",35," Private"," Masters"," Separated"," Prof-specialty"," Not-in-family"," White"," Male",40," >50K"
"22031",30," Local-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"9827",33," Private"," Bachelors"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",60," >50K"
"15346",57," Self-emp-not-inc"," Masters"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",38," >50K"
"14477",45," State-gov"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"14237",39," Self-emp-inc"," Assoc-voc"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",60," >50K"
"5437",39," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",40," >50K"
"27782",31," Private"," HS-grad"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"10178",60," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," >50K"
"5168",49," Local-gov"," Some-college"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," >50K"
"6350",50," Local-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"7969",58," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," >50K"
"2069",37," Private"," Bachelors"," Married-civ-spouse"," Other-service"," Wife"," Asian-Pac-Islander"," Female",30," >50K"
"943",38," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"4538",31," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"30871",56," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",20," >50K"
"7105",43," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"4572",34," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," >50K"
"23012",47," Self-emp-inc"," Prof-school"," Never-married"," Other-service"," Not-in-family"," White"," Male",60," >50K"
"7719",50," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," >50K"
"17628",26," Private"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",45," >50K"
"32136",48," Private"," HS-grad"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",40," >50K"
"9042",50," Private"," Bachelors"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," >50K"
"1277",46," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," >50K"
"5689",41," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," >50K"
"24024",37," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," >50K"
"8937",30," Private"," Some-college"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," >50K"
"8459",39," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"10480",39," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," >50K"
"31369",27," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Transport-moving"," Other-relative"," Other"," Male",50," >50K"
"25708",53," State-gov"," 10th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," >50K"
"3225",57," Self-emp-not-inc"," Prof-school"," Married-civ-spouse"," Sales"," Wife"," White"," Female",35," >50K"
"21607",38," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," >50K"
"15426",31," Self-emp-inc"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",55," >50K"
"20781",27," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",40," >50K"
"24603",52," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",45," >50K"
"27143",34," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," >50K"
"9825",63," Private"," Masters"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",40," >50K"
"29627",29," Federal-gov"," Bachelors"," Married-AF-spouse"," Prof-specialty"," Husband"," White"," Male",50," >50K"
"26766",50," Local-gov"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," >50K"
"10503",29," Private"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",45," >50K"
"14696",51," Private"," Some-college"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",45," >50K"
"21518",31," Private"," Bachelors"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",43," >50K"
"11331",52," Private"," Some-college"," Married-civ-spouse"," Sales"," Wife"," White"," Female",52," >50K"
"11962",38," Self-emp-not-inc"," Masters"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",40," >50K"
"7048",59," Self-emp-inc"," 10th"," Widowed"," Exec-managerial"," Unmarried"," White"," Female",50," >50K"
"8001",33," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",45," >50K"
"3807",32," Federal-gov"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"16321",46," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," >50K"
"13922",70," Self-emp-inc"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",20," >50K"
"10662",59," Private"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",40," >50K"
"25191",42," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," >50K"
"21284",46," Self-emp-not-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",45," >50K"
"9440",58," Private"," 10th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," >50K"
"29265",42," Private"," Bachelors"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",45," >50K"
"21477",29," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," >50K"
"15038",46," Self-emp-not-inc"," Bachelors"," Divorced"," Other-service"," Unmarried"," Asian-Pac-Islander"," Female",60," >50K"
"26615",36," Self-emp-inc"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," >50K"
"562",54," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",35," >50K"
"3581",63," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," >50K"
"14028",34," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," >50K"
"24032",32," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",50," >50K"
"14402",37," Self-emp-not-inc"," HS-grad"," Divorced"," Exec-managerial"," Not-in-family"," Asian-Pac-Islander"," Female",70," >50K"
"19265",60," Local-gov"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"22749",41," Self-emp-not-inc"," Masters"," Married-civ-spouse"," Sales"," Wife"," White"," Female",35," >50K"
"23313",44," Self-emp-inc"," Bachelors"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",65," >50K"
"18634",36," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"28162",52," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"8106",32," Self-emp-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"28563",31," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",55," >50K"
"16114",54," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"22750",65," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"18883",43," Private"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",60," >50K"
"22668",39," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," >50K"
"17227",35," State-gov"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",35," >50K"
"8122",32," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"12971",48," Self-emp-inc"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"17455",51," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," >50K"
"1127",35," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",50," >50K"
"14657",38," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," >50K"
"14385",62," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",55," >50K"
"10462",36," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",45," >50K"
"16423",50," Self-emp-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",80," >50K"
"4728",29," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"7377",42," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",35," >50K"
"28867",43," State-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",37," >50K"
"22614",39," Private"," Masters"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",50," >50K"
"11409",41," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"28789",45," Private"," Assoc-voc"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",55," >50K"
"10883",30," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," >50K"
"28614",37," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," >50K"
"9909",34," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"28448",39," Private"," Bachelors"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",45," >50K"
"1112",33," Private"," Bachelors"," Married-civ-spouse"," Sales"," Wife"," White"," Female",45," >50K"
"23369",52," Local-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",40," >50K"
"6622",56," Self-emp-inc"," Masters"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",60," >50K"
"26420",27," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",45," >50K"
"28434",42," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",55," >50K"
"16166",50," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",55," >50K"
"28632",40," Private"," Some-college"," Married-civ-spouse"," Machine-op-inspct"," Husband"," Other"," Male",40," >50K"
"21034",46," Private"," Prof-school"," Separated"," Prof-specialty"," Not-in-family"," White"," Male",50," >50K"
"31907",48," Private"," Assoc-acdm"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",30," >50K"
"30914",38," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",70," >50K"
"15036",39," Private"," 12th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",70," >50K"
"5944",34," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",55," >50K"
"26655",55," Local-gov"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",55," >50K"
"27162",43," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"8367",62," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"32359",34," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",42," >50K"
"2753",53," Self-emp-not-inc"," 7th-8th"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," >50K"
"24135",38," Private"," Bachelors"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",50," >50K"
"11112",28," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"23943",43," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," >50K"
"17437",39," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," >50K"
"25555",51," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",50," >50K"
"3144",32," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",40," >50K"
"25013",53," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," >50K"
"26084",71," Self-emp-inc"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"29363",58," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",60," >50K"
"24606",49," Private"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",45," >50K"
"3479",35," Private"," Bachelors"," Never-married"," Sales"," Unmarried"," White"," Female",40," >50K"
"27989",59," Local-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," >50K"
"27594",31," Self-emp-not-inc"," Assoc-acdm"," Married-civ-spouse"," Craft-repair"," Not-in-family"," White"," Male",50," >50K"
"15316",60," State-gov"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",60," >50K"
"5949",39," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",36," >50K"
"20472",40," Private"," Some-college"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"8911",36," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",45," >50K"
"6300",43," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"21743",33," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",55," >50K"
"28749",48," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," >50K"
"7124",58," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," >50K"
"10843",51," Self-emp-not-inc"," Assoc-voc"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",38," >50K"
"6656",35," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",50," >50K"
"11578",50," Private"," Bachelors"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",55," >50K"
"31131",51," State-gov"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"5170",41," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",40," >50K"
"8244",29," Private"," 12th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," >50K"
"14421",51," State-gov"," Doctorate"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"22294",45," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",70," >50K"
"12063",39," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"27038",37," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",60," >50K"
"28627",38," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",60," >50K"
"18872",52," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," >50K"
"14009",43," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"17992",43," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," >50K"
"3135",48," Federal-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",44," >50K"
"2518",51," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," >50K"
"985",45," Local-gov"," HS-grad"," Widowed"," Protective-serv"," Not-in-family"," White"," Male",40," >50K"
"26051",33," Private"," Some-college"," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",40," >50K"
"20133",48," Federal-gov"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",40," >50K"
"8782",55," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",48," >50K"
"26593",49," State-gov"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," >50K"
"5533",42," State-gov"," Doctorate"," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",60," >50K"
"25282",40," Local-gov"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",50," >50K"
"25744",46," Local-gov"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",40," >50K"
"27952",34," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",65," >50K"
"9858",61," Self-emp-not-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," >50K"
"25085",29," Self-emp-not-inc"," 10th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",35," >50K"
"22934",57," Self-emp-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",36," >50K"
"22506",49," Local-gov"," Some-college"," Divorced"," Exec-managerial"," Unmarried"," White"," Male",48," >50K"
"23737",32," Private"," Doctorate"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",65," >50K"
"6335",36," Private"," Bachelors"," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",40," >50K"
"21066",31," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," >50K"
"13856",50," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",60," >50K"
"31043",34," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," >50K"
"31368",58," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," >50K"
"20646",44," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",60," >50K"
"18434",39," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",60," >50K"
"18719",40," Private"," Some-college"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",55," >50K"
"23978",36," Private"," Some-college"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",56," >50K"
"21869",36," Private"," Assoc-voc"," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",55," >50K"
"26208",40," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",44," >50K"
"21558",48," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," >50K"
"18458",66," Self-emp-not-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",25," >50K"
"1982",49," Federal-gov"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," >50K"
"8919",34," Self-emp-inc"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",60," >50K"
"32222",37," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",45," >50K"
"15518",49," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"18379",39," Private"," Prof-school"," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",70," >50K"
"19550",40," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," >50K"
"21724",27," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",60," >50K"
"19420",35," Private"," Doctorate"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",80," >50K"
"10832",35," Private"," Doctorate"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," >50K"
"20277",39," Local-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",50," >50K"
"7338",44," Self-emp-not-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",70," >50K"
"2594",39," Private"," Masters"," Never-married"," Exec-managerial"," Not-in-family"," Black"," Male",52," >50K"
"15761",53," State-gov"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," >50K"
"31181",75," Self-emp-inc"," Some-college"," Widowed"," Sales"," Not-in-family"," White"," Male",40," >50K"
"24932",34," Private"," Some-college"," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",40," >50K"
"4036",34," Self-emp-not-inc"," Prof-school"," Separated"," Prof-specialty"," Unmarried"," White"," Male",48," >50K"
"26499",61," Federal-gov"," Some-college"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," >50K"
"28729",36," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," Black"," Male",50," >50K"
"16656",38," Local-gov"," Bachelors"," Married-civ-spouse"," Protective-serv"," Husband"," Asian-Pac-Islander"," Male",40," >50K"
"674",33," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"2978",61," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",44," >50K"
"6421",34," Private"," Bachelors"," Never-married"," Sales"," Not-in-family"," White"," Male",40," >50K"
"19471",43," Private"," HS-grad"," Divorced"," Exec-managerial"," Unmarried"," White"," Female",40," >50K"
"3157",33," Private"," Prof-school"," Never-married"," Prof-specialty"," Own-child"," White"," Male",42," >50K"
"30841",53," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," >50K"
"3217",34," Private"," Bachelors"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",50," >50K"
"594",31," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"28230",37," Private"," Assoc-acdm"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",45," >50K"
"1494",53," State-gov"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",35," >50K"
"25533",43," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",40," >50K"
"5794",43," Local-gov"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"31951",35," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
